Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-09-28,09:00:00,7914.24,7933.74,7914.24,7920.89,0,0
2017-09-28,10:00:00,7916.83,7922.24,7893.24,7908.05,0,0
2017-09-28,11:00:00,7913.47,7920.64,7903.55,7916.42,0,0
2017-09-28,12:00:00,7914.53,7915.37,7904.51,7909.96,0,0
2017-09-28,13:00:00,7911.24,7936.62,7905.33,7933.97,0,0
2017-09-28,14:00:00,7933.17,7933.17,7917.52,7928.25,0,0
2017-09-28,15:00:00,7924.72,7929.27,7924.72,7929.27,0,0
2017-09-28,16:00:00,7930.01,7930.01,7924.16,7929.18,0,0
2017-09-29,09:00:00,7934.91,7951.97,7934.91,7948,0,0
2017-09-29,10:00:00,7946.05,7947.38,7923.04,7923.04,0,0
2017-09-29,11:00:00,7925.69,7930.78,7918.37,7918.37,0,0
2017-09-29,12:00:00,7916.69,7918.76,7910.09,7918.76,0,0
2017-09-29,13:00:00,7917.4,7928.13,7917.4,7924.44,0,0
2017-09-29,14:00:00,7922.56,7928.34,7910.95,7914.34,0,0
2017-09-29,15:00:00,7912.51,7915.25,7908.61,7915.25,0,0
2017-09-29,16:00:00,7911.35,7911.35,7899.03,7903.72,0,0
2017-10-02,09:00:00,7877.92,7916.74,7877.92,7916.56,0,0
2017-10-02,10:00:00,7917.4,7937.74,7911.64,7911.64,0,0
2017-10-02,11:00:00,7907.74,7917.96,7899.57,7909.12,0,0
2017-10-02,12:00:00,7909.54,7909.54,7895.04,7898.06,0,0
2017-10-02,13:00:00,7900.81,7900.81,7882.87,7885.1,0,0
2017-10-02,14:00:00,7885.79,7891.58,7875.54,7880.91,0,0
2017-10-02,15:00:00,7880.41,7883.94,7870.29,7874.82,0,0
2017-10-02,16:00:00,7877.47,7893.97,7871.15,7890.44,0,0
2017-10-03,09:00:00,7895.25,7920.29,7895.25,7920.29,0,0
2017-10-03,10:00:00,7918.34,7925.18,7902.1,7925.18,0,0
2017-10-03,11:00:00,7921.65,7929.94,7911.18,7921.76,0,0
2017-10-03,12:00:00,7923.71,7925.04,7910.98,7912.55,0,0
2017-10-03,13:00:00,7918.4,7924.52,7914.91,7917.98,0,0
2017-10-03,14:00:00,7917.48,7917.48,7898.43,7901.82,0,0
2017-10-03,15:00:00,7903.15,7907.66,7901.2,7904.45,0,0
2017-10-03,16:00:00,7900.91,7907.33,7899.76,7899.76,0,0
2017-10-04,09:00:00,7888.01,7917.81,7888.01,7910.68,0,0
2017-10-04,10:00:00,7904.83,7910.85,7892.16,7894.2,0,0
2017-10-04,11:00:00,7890.67,7894.2,7827.44,7836.18,0,0
2017-10-04,12:00:00,7840.16,7847.37,7834.38,7837.22,0,0
2017-10-04,13:00:00,7838.57,7838.57,7808.44,7813.92,0,0
2017-10-04,14:00:00,7814.71,7825.33,7795.71,7821.8,0,0
2017-10-04,15:00:00,7823.75,7833.99,7818.77,7826.23,0,0
2017-10-04,16:00:00,7828.18,7843.64,7823.93,7841.68,0,0
2017-10-05,09:00:00,7888.66,7896.48,7888.66,7896.48,0,0
2017-10-05,10:00:00,7889.42,7897.79,7885.71,7897.33,0,0
2017-10-05,11:00:00,7895.65,7900.1,7891.36,7899.56,0,0
2017-10-05,12:00:00,7899.33,7902.3,7897.27,7899.73,0,0
2017-10-05,13:00:00,7900.23,7900.23,7884.82,7889.09,0,0
2017-10-05,14:00:00,7892.62,7897.73,7883.63,7894.2,0,0
2017-10-05,15:00:00,7891.55,7905.37,7891.55,7899.03,0,0
2017-10-05,16:00:00,7899.52,7903.42,7899.52,7899.58,0,0
2017-10-06,09:00:00,7904.62,7916.72,7899.35,7916.72,0,0
2017-10-06,10:00:00,7907.4,7918.89,7898.79,7912.14,0,0
2017-10-06,11:00:00,7916.13,7951.26,7916.13,7950.11,0,0
2017-10-06,12:00:00,7944.7,7954.43,7942.49,7946.84,0,0
2017-10-06,13:00:00,7950.39,7961.24,7950.39,7959.66,0,0
2017-10-06,14:00:00,7963.2,7968.27,7957.64,7966.37,0,0
2017-10-06,15:00:00,7964.5,7982.14,7962.45,7974.22,0,0
2017-10-06,16:00:00,7974.75,7984.91,7968.98,7982.2,0,0
2017-10-09,09:00:00,7984.32,8012.42,7982.04,8006.92,0,0
2017-10-09,10:00:00,8005.59,8026.03,8001.99,8018.33,0,0
