Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-09-05,16:00:00,741.49,742.14,738.5,738.5,0,0
2017-09-05,17:00:00,738.58,741.01,738.48,740.1,0,0
2017-09-05,18:00:00,739.84,740.68,739.8,740.64,0,0
2017-09-05,19:00:00,740.59,742.6,740.27,741.94,0,0
2017-09-05,20:00:00,741.83,742.65,740.72,740.75,0,0
2017-09-05,21:00:00,740.79,741.52,740.43,741.03,0,0
2017-09-05,22:00:00,741.06,743.11,740.61,742.76,0,0
2017-09-06,16:00:00,744.55,744.55,741.42,741.62,0,0
2017-09-06,17:00:00,742.12,742.12,740.56,742,0,0
2017-09-06,18:00:00,742.31,742.83,741.27,741.93,0,0
2017-09-06,19:00:00,741.9,741.92,740.76,740.76,0,0
2017-09-06,20:00:00,740.77,740.77,738.1,738.63,0,0
2017-09-06,21:00:00,738.62,739.43,737.94,739.43,0,0
2017-09-06,22:00:00,739.43,739.84,738.44,738.44,0,0
2017-09-07,16:00:00,739.64,741.96,738.97,741.83,0,0
2017-09-07,17:00:00,741.98,745.27,741.63,744.49,0,0
2017-09-07,18:00:00,744.53,744.55,742.98,743.07,0,0
2017-09-07,19:00:00,743.06,743.38,741.35,741.81,0,0
2017-09-07,20:00:00,741.84,742.45,741.39,742.17,0,0
2017-09-07,21:00:00,742.17,743.15,742.13,742.88,0,0
2017-09-07,22:00:00,742.76,744.46,741.65,744.21,0,0
2017-09-08,16:00:00,743.04,743.99,741.31,741.88,0,0
2017-09-08,17:00:00,741.95,744.41,741.95,743.5,0,0
2017-09-08,18:00:00,743.49,743.66,742.82,743.02,0,0
2017-09-08,19:00:00,742.94,745.19,742.89,745.01,0,0
2017-09-08,20:00:00,745.01,745.32,744.51,745.1,0,0
2017-09-08,21:00:00,745.04,747.43,744.98,747.29,0,0
2017-09-08,22:00:00,747.3,747.36,746.3,747.01,0,0
2017-09-11,16:00:00,746.86,749.79,746.06,749.55,0,0
2017-09-11,17:00:00,749.56,751.66,749.36,751.48,0,0
2017-09-11,18:00:00,751.8,752.33,751.06,752.2,0,0
