Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-10-20,10:00:00,13057.78,13063.57,13033.82,13038.35,13544858,0
2017-10-20,11:00:00,13038.56,13049.5,13008.84,13014.36,6243813,0
2017-10-20,12:00:00,13013.66,13043.57,13012.36,13028.85,9855300,0
2017-10-20,13:00:00,13028.86,13033.97,13017.21,13028.11,4603522,0
2017-10-20,14:00:00,13022.39,13035.41,13020.55,13021.76,7230762,0
2017-10-20,15:00:00,13021.47,13023.87,12997.9,13000.01,4938037,0
2017-10-20,16:00:00,12999.97,13010.97,12985.39,12988.83,6084283,0
2017-10-20,17:00:00,12988.96,13003.38,12956.56,12967.17,7148045,0
2017-10-20,18:00:00,12969.28,12991.96,12969.28,12991.28,23919642,0
2017-10-23,10:00:00,13014.12,13014.17,12973.43,12989.41,8358376,0
2017-10-23,11:00:00,12989.4,13044.93,12982.56,13030.17,5331978,0
2017-10-23,12:00:00,13030.09,13066.37,13022.21,13060.73,5355187,0
2017-10-23,13:00:00,13065.3,13067.2,13045.78,13052.44,3697312,0
2017-10-23,14:00:00,13051.08,13060.14,12998.76,13005.19,6338599,0
2017-10-23,15:00:00,13004.9,13017.7,12996.49,13015.58,4145959,0
2017-10-23,16:00:00,13015.81,13024.57,13006.92,13007.42,4642685,0
2017-10-23,17:00:00,13005.19,13013.88,12997.53,13001.84,5825305,0
2017-10-23,18:00:00,13001.63,13009.81,13001.63,13003.14,17739860,0
2017-10-24,10:00:00,12998.48,13023.89,12988.34,12998.73,14587480,0
2017-10-24,11:00:00,12998.24,13028.29,12983.38,13026.83,9906716,0
2017-10-24,12:00:00,13027.24,13033.45,13015.41,13025.24,7361907,0
2017-10-24,13:00:00,13025.4,13033.97,13018.99,13021.39,6242509,0
2017-10-24,14:00:00,13020.85,13055.52,13019.32,13045.97,7450807,0
2017-10-24,15:00:00,13045.78,13047.81,13010.49,13016.33,8405075,0
2017-10-24,16:00:00,13014.84,13022.6,12999.52,13003.94,7197631,0
2017-10-24,17:00:00,13002.52,13027.83,13001.7,13025.05,9553544,0
2017-10-24,18:00:00,13025.36,13026.35,13013.19,13013.19,26629102,0
2017-10-25,10:00:00,12994.57,13048.64,12994.57,13032.98,12165715,0
2017-10-25,11:00:00,13031.9,13037.04,12984.8,13008.92,9287400,0
2017-10-25,12:00:00,13007.72,13026.36,12998.06,13018.09,8599852,0
2017-10-25,13:00:00,13016.26,13030.85,13013.15,13022.21,6452024,0
2017-10-25,14:00:00,13022.43,13029.49,13003.16,13003.63,6321308,0
2017-10-25,15:00:00,13003.39,13021.21,13002.09,13018.26,5263309,0
2017-10-25,16:00:00,13018.15,13018.55,12993.8,13001.77,7174106,0
2017-10-25,17:00:00,13002.32,13010.99,12948.28,12961.34,12021870,0
2017-10-25,18:00:00,12961.39,12961.39,12931.22,12953.41,28430209,0
2017-10-26,10:00:00,12955.43,12974.67,12941.4,12970.78,20000079,0
2017-10-26,11:00:00,12972.22,12982.34,12965.36,12974.95,9941656,0
2017-10-26,12:00:00,12975.46,12994.05,12973.63,12989.8,6715094,0
2017-10-26,13:00:00,12990.02,13003.69,12984.83,12994.33,6437345,0
2017-10-26,14:00:00,12994.44,13031.09,12992.51,13016.51,8478961,0
2017-10-26,15:00:00,13017.2,13040.97,13017.2,13023.29,9169361,0
2017-10-26,16:00:00,13022.74,13067.35,13017.4,13065.12,8908810,0
2017-10-26,17:00:00,13066.91,13128.93,13031.39,13103.01,14558059,0
2017-10-26,18:00:00,13101.42,13144.59,13100.4,13133.28,29927710,0
2017-10-27,10:00:00,13186.55,13244.3,13186.55,13228.04,17713753,0
2017-10-27,11:00:00,13228.43,13236.48,13210.85,13236.48,11202068,0
2017-10-27,12:00:00,13237.24,13248.64,13225.52,13237.35,9888698,0
2017-10-27,13:00:00,13236.75,13241.26,13217.01,13227.98,7013187,0
2017-10-27,14:00:00,13228.21,13231.38,13221.71,13228.16,8345282,0
2017-10-27,15:00:00,13228.12,13245.52,13223.82,13230.83,7650355,0
2017-10-27,16:00:00,13230.36,13242.28,13197.33,13223.4,11191173,0
2017-10-27,17:00:00,13222.02,13226.51,13204.17,13211.3,8602365,0
2017-10-27,18:00:00,13211.25,13228.82,13207.24,13217.54,26098694,0
2017-10-30,10:00:00,13227.85,13234.15,13214.75,13224.4,10607103,0
2017-10-30,11:00:00,13226.94,13240.6,13224.67,13229.31,5912466,0
2017-10-30,12:00:00,13229.34,13233.28,13216.89,13222.96,4742627,0
2017-10-30,13:00:00,13221.89,13238.75,13221.89,13235.6,3165927,0
2017-10-30,14:00:00,13235.47,13243.14,13233.09,13240.67,3862590,0
2017-10-30,15:00:00,13240.66,13243.14,13225.79,13230.56,4905704,0
2017-10-30,16:00:00,13229.7,13242.4,13228.63,13235.78,6321546,0
2017-10-30,17:00:00,13236.1,13255.25,13221.05,13234.11,6996165,0
2017-10-30,18:00:00,13232.65,13233.31,13218.83,13229.57,27361480,0
2017-11-01,10:00:00,13345.21,13393.7,13344.49,13393.61,29068594,0
2017-11-01,11:00:00,13392.97,13446.3,13389.29,13446.3,12196796,0
2017-11-01,12:00:00,13447.78,13452.81,13434.17,13443.87,9125200,0
2017-11-01,13:00:00,13443.55,13472.38,13439.67,13458.97,7388503,0
2017-11-01,14:00:00,13458.91,13479.86,13456.71,13471.25,6645450,0
2017-11-01,15:00:00,13471.19,13487.07,13468.76,13478.87,7658716,0
2017-11-01,16:00:00,13479.98,13479.98,13451.49,13465.52,9064049,0
2017-11-01,17:00:00,13466.09,13473.75,13457.37,13471.25,10198847,0
2017-11-01,18:00:00,13471.02,13481.94,13465.51,13465.51,37338479,0
