Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-09-27,17:00:00,74063,74101,73574,73671,0,0
2017-09-27,18:00:00,73650,73674,73336,73336,0,0
2017-09-27,19:00:00,73328,73337,73125,73324,0,0
2017-09-27,20:00:00,73351,73518,73326,73518,0,0
2017-09-27,21:00:00,73568,73849,73540,73801,0,0
2017-09-27,22:00:00,73796,73868,73598,73796,0,0
2017-09-28,16:00:00,73803,74010,73501,73711,0,0
2017-09-28,17:00:00,73659,73897,73590,73725,0,0
2017-09-28,18:00:00,73724,73724,73276,73294,0,0
2017-09-28,19:00:00,73303,73539,73303,73477,0,0
2017-09-28,20:00:00,73495,73657,73363,73579,0,0
2017-09-28,21:00:00,73558,73779,73527,73779,0,0
2017-09-28,22:00:00,73780,73792,73567,73567,0,0
2017-09-29,16:00:00,73571,74233,73571,74196,0,0
2017-09-29,17:00:00,74172,74517,74101,74462,0,0
2017-09-29,18:00:00,74458,74458,73817,73984,0,0
2017-09-29,19:00:00,73959,74137,73829,74137,0,0
2017-09-29,20:00:00,74162,74215,74097,74215,0,0
2017-09-29,21:00:00,74196,74506,74196,74418,0,0
2017-09-29,22:00:00,74421,74487,74293,74293,0,0
2017-10-02,16:00:00,74294,74370,73845,74154,0,0
2017-10-02,17:00:00,74140,74480,74015,74382,0,0
2017-10-02,18:00:00,74401,74506,73910,73928,0,0
2017-10-02,19:00:00,73934,74272,73907,74272,0,0
2017-10-02,20:00:00,74263,74304,74026,74129,0,0
2017-10-02,21:00:00,74144,74366,74071,74290,0,0
2017-10-02,22:00:00,74291,74359,74183,74359,0,0
2017-10-03,16:00:00,74403,75057,74396,75057,0,0
2017-10-03,17:00:00,75055,75554,75027,75554,0,0
2017-10-03,18:00:00,75559,75749,75512,75699,0,0
2017-10-03,19:00:00,75703,75798,75622,75673,0,0
2017-10-03,20:00:00,75674,75914,75659,75914,0,0
2017-10-03,21:00:00,75925,76589,75923,76403,0,0
2017-10-03,22:00:00,76390,76762,76277,76762,0,0
2017-10-04,16:00:00,76778,76952,76501,76586,0,0
2017-10-04,17:00:00,76630,76955,76437,76932,0,0
2017-10-04,18:00:00,76966,76966,76724,76793,0,0
2017-10-04,19:00:00,76821,76970,76742,76937,0,0
2017-10-04,20:00:00,76942,77003,76611,76660,0,0
2017-10-04,21:00:00,76665,76691,76487,76561,0,0
2017-10-04,22:00:00,76541,76621,76422,76591,0,0
2017-10-05,16:00:00,76592,78024,76592,77867,0,0
2017-10-05,17:00:00,77825,77825,77426,77499,0,0
2017-10-05,18:00:00,77465,77652,77329,77438,0,0
2017-10-05,19:00:00,77427,77638,77373,77503,0,0
2017-10-05,20:00:00,77491,77516,77178,77351,0,0
2017-10-05,21:00:00,77404,77431,77013,77126,0,0
2017-10-05,22:00:00,77117,77197,76617,76617,0,0
2017-10-06,16:00:00,76422,76422,75634,75898,0,0
2017-10-06,17:00:00,75863,76260,75724,75724,0,0
2017-10-06,18:00:00,75721,75947,75602,75884,0,0
2017-10-06,19:00:00,75874,75935,75731,75886,0,0
2017-10-06,20:00:00,75887,76027,75770,75783,0,0
2017-10-06,21:00:00,75789,75966,75787,75966,0,0
2017-10-06,22:00:00,75947,76054,75866,76054,0,0
2017-10-09,16:00:00,76066,76067,75482,75541,0,0
2017-10-09,17:00:00,75546,75558,75180,75260,0,0
2017-10-09,18:00:00,75262,75361,75226,75337,0,0
2017-10-09,19:00:00,75330,75457,75213,75457,0,0
2017-10-09,20:00:00,75458,75546,75366,75393,0,0
2017-10-09,21:00:00,75402,75485,75402,75468,0,0
2017-10-09,22:00:00,75462,75726,75291,75726,0,0
2017-10-10,16:00:00,75745,76791,75745,76745,0,0
2017-10-10,17:00:00,76768,76768,76134,76536,0,0
2017-10-10,18:00:00,76558,76558,76265,76281,0,0
2017-10-10,19:00:00,76317,76529,76255,76529,0,0
2017-10-10,20:00:00,76554,76691,76545,76617,0,0
2017-10-10,21:00:00,76632,76695,76571,76596,0,0
2017-10-10,22:00:00,76599,76995,76599,76897,0,0
2017-10-11,16:00:00,76910,76984,76530,76607,0,0
2017-10-11,17:00:00,76598,76851,76594,76670,0,0
2017-10-11,18:00:00,76662,76786,76570,76610,0,0
2017-10-11,19:00:00,76608,76616,76424,76474,0,0
2017-10-11,20:00:00,76485,76560,76323,76354,0,0
2017-10-11,21:00:00,76333,76522,76322,76438,0,0
2017-10-11,22:00:00,76442,76659,76403,76659,0,0
2017-10-13,16:00:00,76677,77318,76676,77107,0,0
2017-10-13,17:00:00,77131,77182,76739,76810,0,0
2017-10-13,18:00:00,76797,76993,76768,76989,0,0
2017-10-13,19:00:00,76993,77046,76800,76897,0,0
2017-10-13,20:00:00,76894,77141,76876,77119,0,0
2017-10-13,21:00:00,77128,77137,76867,76888,0,0
2017-10-13,22:00:00,76880,77127,76857,76989,0,0
2017-10-16,15:00:00,76998,77297,76987,77205,0,0
2017-10-16,16:00:00,77203,77382,77159,77195,0,0
2017-10-16,17:00:00,77212,77218,76565,76585,0,0
2017-10-16,18:00:00,76600,76838,76600,76838,0,0
2017-10-16,19:00:00,76839,76842,76650,76811,0,0
2017-10-16,20:00:00,76815,76893,76781,76781,0,0
2017-10-16,21:00:00,76759,76907,76727,76890,0,0
2017-10-16,22:00:00,76866,77028,76864,76891,0,0
2017-10-17,15:00:00,76882,76884,76595,76756,0,0
2017-10-17,16:00:00,76742,76775,76261,76411,0,0
2017-10-17,17:00:00,76403,76403,76051,76051,0,0
2017-10-17,18:00:00,76046,76261,76046,76258,0,0
2017-10-17,19:00:00,76259,76342,76193,76193,0,0
2017-10-17,20:00:00,76207,76286,76199,76255,0,0
2017-10-17,21:00:00,76259,76368,76219,76242,0,0
2017-10-17,22:00:00,76241,76358,76143,76201,0,0
2017-10-18,15:00:00,76227,76716,76227,76582,0,0
2017-10-18,16:00:00,76572,76676,76207,76207,0,0
2017-10-18,17:00:00,76208,76341,76103,76109,0,0
2017-10-18,18:00:00,76103,76320,76012,76283,0,0
2017-10-18,19:00:00,76264,76423,76226,76363,0,0
2017-10-18,20:00:00,76364,76590,76364,76556,0,0
2017-10-18,21:00:00,76542,76729,76542,76616,0,0
2017-10-18,22:00:00,76605,76666,76514,76591,0,0
2017-10-19,15:00:00,76590,76590,75881,76024,0,0
2017-10-19,16:00:00,76008,76052,75611,75782,0,0
2017-10-19,17:00:00,75772,75799,75546,75674,0,0
2017-10-19,18:00:00,75650,75662,75365,75474,0,0
2017-10-19,19:00:00,75492,75730,75439,75625,0,0
2017-10-19,20:00:00,75643,75953,75643,75953,0,0
2017-10-19,21:00:00,75949,76136,75912,76101,0,0
2017-10-19,22:00:00,76096,76283,75995,76283,0,0
2017-10-20,15:00:00,76314,76752,76314,76682,0,0
2017-10-20,16:00:00,76683,76922,76639,76639,0,0
2017-10-20,17:00:00,76634,76971,76575,76787,0,0
2017-10-20,18:00:00,76785,76894,76715,76791,0,0
2017-10-20,19:00:00,76785,76787,76602,76719,0,0
2017-10-20,20:00:00,76720,76795,76654,76775,0,0
2017-10-20,21:00:00,76770,76784,76512,76602,0,0
2017-10-20,22:00:00,76599,76629,76390,76390,0,0
2017-10-23,15:00:00,76438,76497,75834,76003,0,0
2017-10-23,16:00:00,76009,76234,75950,76149,0,0
2017-10-23,17:00:00,76151,76175,76070,76175,0,0
2017-10-24,15:00:00,75458,76005,75458,75836,0,0
2017-10-24,16:00:00,75831,76041,75732,75858,0,0
2017-10-24,17:00:00,75854,75899,75480,75748,0,0
2017-10-24,18:00:00,75764,76359,75764,76261,0,0
2017-10-24,19:00:00,76232,76251,76098,76172,0,0
2017-10-24,20:00:00,76165,76419,76088,76413,0,0
2017-10-24,21:00:00,76403,76403,76120,76137,0,0
2017-10-24,22:00:00,76154,76350,76088,76350,0,0
2017-10-25,15:00:00,76489,76882,76488,76624,0,0
2017-10-25,16:00:00,76631,76779,76286,76308,0,0
2017-10-25,17:00:00,76276,76346,76120,76164,0,0
2017-10-25,18:00:00,76152,76157,75840,75978,0,0
2017-10-25,19:00:00,75974,76129,75404,76118,0,0
2017-10-25,20:00:00,76108,76190,75941,76144,0,0
2017-10-25,21:00:00,76157,76261,76023,76135,0,0
2017-10-25,22:00:00,76094,76771,76094,76671,0,0
2017-10-26,15:00:00,76708,77060,76666,76808,0,0
2017-10-26,16:00:00,76911,76983,76516,76780,0,0
2017-10-26,17:00:00,76758,76796,76486,76658,0,0
2017-10-26,18:00:00,76655,76975,76655,76817,0,0
2017-10-26,19:00:00,76830,76832,76316,76330,0,0
2017-10-26,20:00:00,76314,76381,76024,76264,0,0
2017-10-26,21:00:00,76271,76345,76048,76105,0,0
2017-10-26,22:00:00,76129,76228,75813,75896,0,0
2017-10-27,15:00:00,75950,76397,75600,76387,0,0
2017-10-27,16:00:00,76383,76470,75976,76061,0,0
2017-10-27,17:00:00,76062,76616,76054,76073,0,0
2017-10-27,18:00:00,76017,76471,75884,76333,0,0
2017-10-27,19:00:00,76306,76537,76235,76286,0,0
2017-10-27,20:00:00,76246,76340,76142,76278,0,0
2017-10-27,21:00:00,76281,76345,75972,76182,0,0
2017-10-27,22:00:00,76171,76204,75975,75975,0,0
2017-10-30,15:00:00,75225,75476,75049,75428,0,0
2017-10-30,16:00:00,75454,75553,75195,75221,0,0
2017-10-30,17:00:00,75215,75299,75064,75147,0,0
2017-10-30,18:00:00,75146,75178,74616,74702,0,0
2017-10-30,19:00:00,74726,74820,74492,74492,0,0
2017-10-30,20:00:00,74510,74672,74435,74484,0,0
2017-10-30,21:00:00,74486,74803,74305,74800,0,0
2017-10-31,15:00:00,74827,74862,74144,74323,0,0
2017-10-31,16:00:00,74269,74626,74156,74626,0,0
2017-10-31,17:00:00,74608,74800,74574,74787,0,0
2017-10-31,18:00:00,74771,74786,74320,74448,0,0
2017-10-31,19:00:00,74446,74593,74414,74508,0,0
2017-10-31,20:00:00,74512,74648,74512,74587,0,0
2017-10-31,21:00:00,74597,74671,74308,74308,0,0
2017-11-01,14:00:00,74321,75038,74321,74764,0,0
2017-11-01,15:00:00,74713,74982,74518,74921,0,0
2017-11-01,16:00:00,74905,75167,74779,74779,0,0
2017-11-01,17:00:00,74738,74862,74529,74529,0,0
2017-11-01,18:00:00,74528,74546,74380,74481,0,0
2017-11-01,19:00:00,74489,74489,73953,74135,0,0
2017-11-01,20:00:00,74157,74345,74004,74057,0,0
2017-11-01,21:00:00,74111,74216,73822,73823,0,0
2017-11-03,14:00:00,73843,74254,73843,74009,0,0
2017-11-03,15:00:00,74005,74141,73564,73599,0,0
2017-11-03,16:00:00,73635,73660,73093,73313,0,0
2017-11-03,17:00:00,73334,73476,73099,73462,0,0
2017-11-03,18:00:00,73521,73858,73426,73782,0,0
2017-11-03,19:00:00,73791,73891,73641,73807,0,0
2017-11-03,20:00:00,73825,74028,73748,73828,0,0
2017-11-03,21:00:00,73807,74003,73799,73915,0,0
2017-11-06,14:00:00,73966,74399,73966,73998,0,0
2017-11-06,15:00:00,74015,74265,73829,74265,0,0
2017-11-06,16:00:00,74266,74295,74033,74209,0,0
2017-11-06,17:00:00,74191,74398,74099,74099,0,0
2017-11-06,18:00:00,74107,74283,73910,74254,0,0
2017-11-06,19:00:00,74246,74265,74098,74098,0,0
2017-11-06,20:00:00,74096,74354,74092,74325,0,0
2017-11-06,21:00:00,74347,74444,74277,74310,0,0
2017-11-07,14:00:00,74228,74228,73472,73472,0,0
2017-11-07,15:00:00,73479,73714,73463,73685,0,0
2017-11-07,16:00:00,73694,73793,73324,73324,0,0
2017-11-07,17:00:00,73293,73343,72684,72744,0,0
2017-11-07,18:00:00,72734,72812,72386,72441,0,0
2017-11-07,19:00:00,72433,72785,72424,72753,0,0
2017-11-07,20:00:00,72773,72844,72595,72750,0,0
2017-11-07,21:00:00,72751,72935,72414,72414,0,0
2017-11-08,14:00:00,72499,73070,72485,72956,0,0
2017-11-08,15:00:00,72961,73221,72946,73106,0,0
2017-11-08,16:00:00,73097,73257,72799,72896,0,0
2017-11-08,17:00:00,72874,72936,72638,72786,0,0
2017-11-08,18:00:00,72748,73128,72748,72968,0,0
2017-11-08,19:00:00,72962,72989,72767,72805,0,0
2017-11-08,20:00:00,72800,73038,72732,72953,0,0
2017-11-08,21:00:00,72955,74480,72950,74363,0,0
2017-11-09,14:00:00,74361,74361,73571,73571,0,0
2017-11-09,15:00:00,73609,73780,73434,73572,0,0
2017-11-09,16:00:00,73535,73676,73251,73636,0,0
2017-11-09,17:00:00,73622,73780,73304,73347,0,0
2017-11-09,18:00:00,73398,73509,73259,73427,0,0
2017-11-09,19:00:00,73418,73474,72803,73126,0,0
2017-11-09,20:00:00,73153,73488,72947,73168,0,0
2017-11-09,21:00:00,73183,73302,72923,72930,0,0
2017-11-10,14:00:00,72953,73018,72474,72492,0,0
2017-11-10,15:00:00,72378,72378,71919,72119,0,0
2017-11-10,16:00:00,72111,72434,72075,72380,0,0
2017-11-10,17:00:00,72382,72451,72107,72348,0,0
2017-11-10,18:00:00,72377,72546,72207,72374,0,0
2017-11-10,19:00:00,72367,72435,72121,72143,0,0
2017-11-10,20:00:00,72074,72159,71973,72089,0,0
2017-11-10,21:00:00,72093,72304,72065,72165,0,0
2017-11-13,14:00:00,72166.52,72396.66,71796.96,72311.34,0,0
2017-11-13,15:00:00,72260.82,72417.93,71972.23,72016.91,0,0
2017-11-13,16:00:00,72008.27,72259.41,71791.69,72235.5,0,0
2017-11-13,17:00:00,72216.41,72410.21,72111.97,72294.49,0,0
2017-11-13,18:00:00,72297.34,72379.13,72061.76,72089,0,0
2017-11-13,19:00:00,72084.23,72146.05,71977.3,72033.43,0,0
2017-11-13,20:00:00,72018.95,72134.2,71775.76,71963.83,0,0
2017-11-13,21:00:00,71986.88,72735.4,71794.82,72724.41,0,0
2017-11-14,14:00:00,72442.33,72628.73,72361.47,72628.73,0,0
2017-11-14,15:00:00,72681.26,72826.77,72268.21,72460.07,0,0
2017-11-14,16:00:00,72507.6,72524.82,72257.51,72392.59,0,0
