Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-09-05,16:00:00,965.5,966.22,964.04,966.22,204744282,0
2017-09-05,17:00:00,966.22,966.27,963.82,963.89,232747409,0
2017-09-05,18:00:00,963.9,963.99,962.81,963.26,171668702,0
2017-09-05,19:00:00,963.28,963.29,958.18,958.61,196906312,0
2017-09-05,20:00:00,958.6,958.72,957.16,958.72,154382544,0
2017-09-05,21:00:00,958.74,959.67,958.58,958.98,159062220,0
2017-09-05,22:00:00,959.01,960.33,958.89,959.96,391232075,0
2017-09-06,16:00:00,959.96,963.76,959.96,963.31,202748461,0
2017-09-06,17:00:00,963.31,964.52,962.68,962.98,248410118,0
2017-09-06,18:00:00,963.01,963.12,961.49,961.77,183728744,0
2017-09-06,19:00:00,961.8,962.02,961.33,961.82,199843941,0
2017-09-06,20:00:00,961.81,963.55,961.81,963.15,155496308,0
2017-09-06,21:00:00,963.15,963.84,962.95,963.17,162524092,0
2017-09-06,22:00:00,963.17,964.05,962.64,962.98,429322766,0
2017-09-07,16:00:00,963.34,964.8,963.24,963.3,228956572,0
2017-09-07,17:00:00,963.31,964.82,961.85,964.69,292448504,0
2017-09-07,18:00:00,964.69,964.99,963.01,963.54,205319514,0
2017-09-07,19:00:00,963.25,964.35,963.02,964.34,192835461,0
2017-09-07,20:00:00,964.33,964.52,963.47,963.57,175037654,0
2017-09-07,21:00:00,963.58,963.76,963.34,963.59,169055146,0
2017-09-07,22:00:00,963.62,964.37,963.62,964.2,407528188,0
2017-09-08,16:00:00,964.1,964.1,962.84,963.1,211732928,0
2017-09-08,17:00:00,963.13,964.67,962.78,964.52,282427025,0
2017-09-08,18:00:00,964.55,965.64,964.55,965.4,190506726,0
2017-09-08,19:00:00,965.41,965.43,964.16,965.23,144824926,0
2017-09-08,20:00:00,965.24,965.28,963.94,964.32,130589555,0
2017-09-08,21:00:00,964.29,964.83,964.21,964.42,152125331,0
2017-09-08,22:00:00,964.43,964.96,963.58,964.25,364830495,0
2017-09-11,16:00:00,964.26,971.03,964.26,970.39,213935568,0
2017-09-11,17:00:00,970.38,970.82,969.41,969.5,251579534,0
2017-09-11,18:00:00,969.51,971.06,969.48,971.01,182260285,0
2017-09-11,19:00:00,971.03,971.99,970.89,971.53,143065633,0
2017-09-11,20:00:00,971.5,972.14,971.5,972.14,134240052,0
2017-09-11,21:00:00,972.13,972.49,971.81,971.81,155706164,0
2017-09-11,22:00:00,971.81,973.01,971.72,973.01,418994285,0
2017-09-12,16:00:00,973.19,974.68,973.19,974.08,196174037,0
2017-09-12,17:00:00,974.1,975.2,973.83,974.93,235668254,0
2017-09-12,18:00:00,974.91,976.27,974.74,976.26,178139597,0
2017-09-12,19:00:00,976.28,976.93,976.27,976.77,147347867,0
2017-09-12,20:00:00,976.76,977.34,976.74,976.87,156659090,0
2017-09-12,21:00:00,976.83,977.06,976.5,976.82,177256713,0
2017-09-12,22:00:00,976.79,977.23,976.52,977.23,375206885,0
2017-09-13,16:00:00,977.09,977.94,976.24,977.94,225998788,0
2017-09-13,17:00:00,977.96,979.72,977.96,979.63,270292551,0
2017-09-13,18:00:00,979.62,980.63,979.6,980.5,219289934,0
2017-09-13,19:00:00,980.51,981.06,980.41,980.8,163289789,0
2017-09-13,20:00:00,980.8,981.61,980.48,981.61,144473298,0
2017-09-13,21:00:00,981.57,981.98,981.26,981.98,175001383,0
2017-09-13,22:00:00,981.96,981.96,980.53,980.53,436805379,0
2017-09-14,16:00:00,980.61,980.61,978.61,979.79,203675708,0
2017-09-14,17:00:00,979.81,981.54,979.81,981.47,242302936,0
2017-09-14,18:00:00,981.45,982.31,981.27,981.41,190410306,0
2017-09-14,19:00:00,981.39,981.69,980.87,980.87,144874446,0
2017-09-14,20:00:00,980.9,981.12,979.87,980.25,147788349,0
2017-09-14,21:00:00,980.24,980.58,980.2,980.41,156872874,0
2017-09-14,22:00:00,980.47,980.57,979.83,979.96,440342914,0
2017-09-15,16:00:00,980.1,980.42,977.81,980.36,374270475,0
2017-09-15,17:00:00,980.36,981.76,980.35,981.52,251062104,0
2017-09-15,18:00:00,981.52,981.92,981.13,981.85,180487908,0
2017-09-15,19:00:00,981.84,982.02,981.66,981.73,138016478,0
2017-09-15,20:00:00,981.75,982.22,981.75,982.19,136350047,0
2017-09-15,21:00:00,982.39,982.97,982.36,982.45,150352464,0
2017-09-15,22:00:00,982.46,982.88,981.13,981.13,1081862091,0
2017-09-18,16:00:00,981.46,986.09,981.46,986,202281900,0
2017-09-18,17:00:00,986,987.42,985.85,986.42,244757324,0
2017-09-18,18:00:00,986.41,986.66,985.91,986.23,195775521,0
2017-09-18,19:00:00,986.24,987.17,986.22,987.09,147823431,0
2017-09-18,20:00:00,987.1,987.74,987,987.28,143944302,0
2017-09-18,21:00:00,987.29,987.52,985.32,985.74,197351975,0
2017-09-18,22:00:00,985.74,985.88,984.86,985.01,419522547,0
2017-09-19,16:00:00,985.21,985.97,984.53,985.06,213944251,0
2017-09-19,17:00:00,984.98,985.17,984.15,984.22,255799323,0
2017-09-19,18:00:00,984.17,984.19,982.97,983.04,188814794,0
2017-09-19,19:00:00,983.05,984.09,983.03,983.96,157288070,0
2017-09-19,20:00:00,983.98,984.49,983.87,984.41,140429584,0
2017-09-19,21:00:00,984.41,984.65,984.17,984.26,172650247,0
2017-09-19,22:00:00,984.27,984.45,983.55,983.97,421582849,0
2017-09-20,16:00:00,983.25,984.14,983.25,984,225621980,0
2017-09-20,17:00:00,984.01,985.36,983.88,984.75,268285126,0
2017-09-20,18:00:00,984.75,985.73,984.75,985.73,213338741,0
2017-09-20,19:00:00,985.74,987.3,985.72,987.26,155286343,0
2017-09-20,20:00:00,987.26,987.36,986.59,986.79,144293180,0
2017-09-20,21:00:00,986.81,986.84,984.8,986.45,232653489,0
2017-09-20,22:00:00,986.45,986.69,985.49,986.47,456403316,0
2017-09-21,16:00:00,986.41,986.75,983.62,984.16,233044820,0
2017-09-21,17:00:00,984.19,985.45,983.94,985.32,265516957,0
2017-09-21,18:00:00,985.32,986.7,985.19,986.38,182411135,0
2017-09-21,19:00:00,986.39,987.86,986.27,987.83,157277849,0
2017-09-21,20:00:00,987.85,988.08,987.55,987.78,139729643,0
2017-09-21,21:00:00,987.78,987.85,985.91,986.33,149779977,0
2017-09-21,22:00:00,986.35,986.4,985.33,985.57,352695257,0
2017-09-22,16:00:00,985.77,987.9,984.3,987.38,195004510,0
2017-09-22,17:00:00,987.39,989.51,987.32,988.73,244643484,0
2017-09-22,18:00:00,988.72,989.4,988.44,988.74,155244552,0
2017-09-22,19:00:00,988.75,989.36,988.51,989.21,165338163,0
2017-09-22,20:00:00,989.21,989.97,989.04,989.91,127784731,0
2017-09-22,21:00:00,989.89,989.96,986.64,986.9,139489866,0
2017-09-22,22:00:00,986.89,989.12,986.8,989.12,382889926,0
2017-09-25,16:00:00,989.04,989.65,988.68,989.45,218395335,0
2017-09-25,17:00:00,989.47,990.85,988.01,988.02,293909402,0
2017-09-25,18:00:00,988.02,988.06,986.24,986.67,218942324,0
2017-09-25,19:00:00,986.68,987.37,985.32,987.21,165862151,0
2017-09-25,20:00:00,987.2,987.93,987.16,987.65,140824421,0
2017-09-25,21:00:00,987.66,987.98,986.92,987.41,175274130,0
2017-09-25,22:00:00,987.4,988.32,987.31,987.43,459652873,0
2017-09-26,16:00:00,987.31,988.89,987.31,987.91,217640118,0
2017-09-26,17:00:00,987.94,989.14,987.84,987.95,260521928,0
2017-09-26,18:00:00,987.93,988.29,987.58,988.15,210502290,0
2017-09-26,19:00:00,988.18,988.75,988.14,988.37,151004427,0
2017-09-26,20:00:00,988.38,989.84,988.34,989.84,149433555,0
2017-09-26,21:00:00,989.86,989.95,989.18,989.47,170428624,0
2017-09-26,22:00:00,989.47,989.88,988.69,988.79,422682904,0
2017-09-27,16:00:00,989,994.08,989,993.51,242700189,0
2017-09-27,17:00:00,993.51,994.56,992.65,992.76,293385057,0
2017-09-27,18:00:00,992.74,993.52,992.62,993.2,192381505,0
2017-09-27,19:00:00,993.24,996.76,992.92,996.76,151319370,0
2017-09-27,20:00:00,996.75,1001.2,996.73,1001.18,175789751,0
2017-09-27,21:00:00,1001.19,1001.73,1000.81,1001.6,204973793,0
2017-09-27,22:00:00,1001.58,1002.22,1000.63,1000.72,451321206,0
2017-09-28,16:00:00,1000.85,1001.12,999.22,999.75,219053204,0
2017-09-28,17:00:00,999.76,1000.76,999.45,1000.03,267541704,0
2017-09-28,18:00:00,1000,1000.6,999.75,1000.11,197519168,0
2017-09-28,19:00:00,1000.12,1001.73,1000.05,1001.67,164578731,0
2017-09-28,20:00:00,1001.67,1002.53,1001.4,1002.52,157248341,0
2017-09-28,21:00:00,1002.54,1002.86,1001.77,1002.13,172380974,0
2017-09-28,22:00:00,1002.11,1003.45,1001.79,1003.34,402384763,0
2017-09-29,16:00:00,1003.45,1005.17,1003.45,1004.68,212405807,0
2017-09-29,17:00:00,1004.64,1006.33,1004.64,1006.31,256628606,0
2017-09-29,18:00:00,1006.32,1007.18,1006.3,1006.87,197661778,0
2017-09-29,19:00:00,1006.89,1008,1006.86,1008,160606459,0
2017-09-29,20:00:00,1008.02,1008.03,1006.97,1007.06,158059011,0
2017-09-29,21:00:00,1007.07,1007.25,1006.75,1007.15,157815946,0
2017-09-29,22:00:00,1007.14,1007.57,1006.54,1006.54,467931641,0
2017-10-02,16:00:00,1006.58,1010.17,1006.58,1010.14,224480472,0
2017-10-02,17:00:00,1010.15,1012.28,1010.15,1010.91,278934520,0
2017-10-02,18:00:00,1010.94,1011.84,1010.76,1011.06,204100438,0
2017-10-02,19:00:00,1011.03,1012.46,1010.47,1012.46,167772063,0
2017-10-02,20:00:00,1012.47,1013.48,1012.47,1013.48,152411976,0
2017-10-02,21:00:00,1013.49,1013.63,1013.12,1013.59,170489865,0
2017-10-02,22:00:00,1013.57,1015.28,1013.46,1015.28,419377366,0
2017-10-03,16:00:00,1015.38,1017.31,1015.38,1017.27,237898447,0
2017-10-03,17:00:00,1017.26,1017.33,1014.88,1015.65,310825014,0
2017-10-03,18:00:00,1015.63,1016.23,1014.92,1016.14,209886603,0
2017-10-03,19:00:00,1016.12,1016.51,1016.02,1016.31,154165849,0
2017-10-03,20:00:00,1016.28,1017.31,1016.24,1017.24,153097406,0
2017-10-03,21:00:00,1017.26,1018.04,1017.14,1017.86,169550597,0
2017-10-03,22:00:00,1017.88,1019.81,1017.72,1018.12,434725320,0
2017-10-04,16:00:00,1018.11,1019.72,1018.11,1019.72,235656953,0
2017-10-04,17:00:00,1019.75,1021.54,1019.35,1021.54,281768615,0
2017-10-04,18:00:00,1021.55,1023.38,1021.54,1023.07,215000007,0
2017-10-04,19:00:00,1023.09,1023.09,1021.38,1021.56,170435003,0
2017-10-04,20:00:00,1021.55,1021.75,1019,1019,176370573,0
2017-10-04,21:00:00,1019.01,1020.18,1018.91,1020.18,161420419,0
2017-10-04,22:00:00,1020.17,1020.21,1019.58,1019.61,393941475,0
2017-10-05,16:00:00,1019.97,1022.71,1019.97,1022.09,216300538,0
2017-10-05,17:00:00,1022.06,1023.86,1021.82,1023.8,263305708,0
2017-10-05,18:00:00,1023.8,1025.13,1023.77,1024.89,209793852,0
2017-10-05,19:00:00,1024.88,1025.62,1024.28,1024.4,178098901,0
2017-10-05,20:00:00,1024.4,1024.88,1024.04,1024.73,143219037,0
2017-10-05,21:00:00,1024.73,1024.86,1024.19,1024.85,155349107,0
2017-10-05,22:00:00,1024.86,1025.15,1024.26,1025.14,393036259,0
2017-10-06,16:00:00,1025.93,1026.77,1024.99,1026.65,204770638,0
2017-10-06,17:00:00,1026.66,1027.54,1025.9,1026,246995951,0
2017-10-06,18:00:00,1025.98,1026.33,1025.09,1025.53,175914441,0
2017-10-06,19:00:00,1025.52,1026.72,1025.15,1026.64,142146321,0
2017-10-06,20:00:00,1026.62,1026.69,1025.73,1026.02,131269100,0
2017-10-06,21:00:00,1026.01,1026.17,1023.51,1023.96,142522172,0
2017-10-06,22:00:00,1023.97,1024.82,1023.64,1024.82,385948489,0
2017-10-09,16:00:00,1024.94,1026.11,1024.22,1024.28,180249087,0
2017-10-09,17:00:00,1024.28,1024.48,1023.1,1023.42,225421631,0
2017-10-09,18:00:00,1023.44,1023.98,1023.06,1023.82,153121177,0
2017-10-09,19:00:00,1023.79,1023.9,1022.56,1022.61,120375889,0
2017-10-09,20:00:00,1022.6,1022.76,1022.34,1022.53,112384094,0
2017-10-09,21:00:00,1022.52,1022.52,1022.05,1022.24,137612558,0
2017-10-09,22:00:00,1022.21,1022.21,1021.02,1021.52,337111960,0
2017-10-10,16:00:00,1021.94,1026.83,1021.94,1025.59,226602900,0
2017-10-10,17:00:00,1025.57,1025.71,1024.45,1025.65,269796276,0
2017-10-10,18:00:00,1025.68,1026.33,1024.73,1024.8,192289747,0
2017-10-10,19:00:00,1024.79,1024.83,1023.86,1024.12,152041327,0
2017-10-10,20:00:00,1024.16,1024.77,1024.15,1024.55,137134328,0
2017-10-10,21:00:00,1024.54,1024.61,1023.97,1024.17,146840696,0
2017-10-10,22:00:00,1024.19,1025.84,1024.19,1025.47,385910430,0
2017-10-11,16:00:00,1025.69,1026.81,1025.63,1026.59,219131610,0
2017-10-11,17:00:00,1026.6,1027.73,1026.37,1027.3,257340743,0
2017-10-11,18:00:00,1027.31,1028.17,1027.31,1027.73,190144484,0
2017-10-11,19:00:00,1027.73,1027.81,1026.86,1026.98,156152668,0
2017-10-11,20:00:00,1026.96,1027.46,1026.76,1027.12,134441902,0
2017-10-11,21:00:00,1027.12,1027.56,1026.75,1027.26,162114880,0
2017-10-11,22:00:00,1027.24,1028.02,1026.95,1026.96,431248319,0
2017-10-12,16:00:00,1026.94,1026.94,1024.36,1024.49,263168861,0
2017-10-12,17:00:00,1024.46,1026.49,1024.28,1026.45,293006675,0
2017-10-12,18:00:00,1026.43,1027.06,1026.26,1026.81,198328047,0
2017-10-12,19:00:00,1026.8,1027.08,1025.87,1025.88,155100053,0
2017-10-12,20:00:00,1025.87,1025.94,1025.15,1025.43,160783011,0
2017-10-12,21:00:00,1025.41,1025.66,1024.5,1024.78,186709583,0
2017-10-12,22:00:00,1024.82,1025.59,1023.27,1023.27,472727441,0
2017-10-13,16:00:00,1023.27,1025.15,1023.27,1023.96,222310681,0
2017-10-13,17:00:00,1023.88,1025.05,1023.5,1024.06,268564178,0
2017-10-13,18:00:00,1024.08,1024.19,1022.99,1022.99,180188270,0
2017-10-13,19:00:00,1022.99,1023.05,1022.41,1022.66,141312972,0
2017-10-13,20:00:00,1022.67,1022.81,1022.01,1022.01,138806776,0
2017-10-13,21:00:00,1022.03,1022.19,1021.71,1022.06,143098813,0
2017-10-13,22:00:00,1022.06,1022.25,1020.38,1020.99,394524421,0
2017-10-16,16:00:00,1020.98,1023.83,1020.98,1023.52,193980911,0
2017-10-16,17:00:00,1023.55,1024.08,1020.44,1020.45,231196270,0
2017-10-16,18:00:00,1020.47,1020.6,1019.41,1019.42,165597163,0
2017-10-16,19:00:00,1019.42,1019.43,1017.48,1017.69,143210259,0
2017-10-16,20:00:00,1017.69,1017.87,1016.89,1017.6,121986847,0
2017-10-16,21:00:00,1017.59,1017.74,1016.42,1016.62,141257675,0
2017-10-16,22:00:00,1016.62,1016.99,1016.51,1016.97,369860313,0
2017-10-17,16:00:00,1017.01,1017.35,1016.3,1016.73,194939958,0
2017-10-17,17:00:00,1016.72,1017.78,1014.29,1014.92,230059442,0
2017-10-17,18:00:00,1014.89,1016.48,1014.84,1015.63,175630828,0
2017-10-17,19:00:00,1015.64,1015.66,1014.44,1014.65,125936137,0
2017-10-17,20:00:00,1014.63,1014.94,1012.88,1013.01,140673165,0
2017-10-17,21:00:00,1013.03,1013.65,1012.87,1013.6,158347188,0
2017-10-17,22:00:00,1013.61,1013.62,1012.35,1012.7,376148894,0
2017-10-18,16:00:00,1012.7,1015.1,1012.7,1014.96,207828925,0
2017-10-18,17:00:00,1014.97,1015.02,1012.94,1013.35,254791304,0
2017-10-18,18:00:00,1013.35,1013.66,1012.59,1012.98,178913770,0
2017-10-18,19:00:00,1012.98,1014.66,1012.98,1014.42,156010734,0
2017-10-18,20:00:00,1014.38,1014.81,1014.34,1014.69,134366585,0
2017-10-18,21:00:00,1014.69,1014.8,1014.43,1014.52,149372223,0
2017-10-18,22:00:00,1014.48,1014.68,1013.04,1013.23,387613653,0
2017-10-19,16:00:00,1013.23,1013.23,1006.41,1006.57,257096898,0
2017-10-19,17:00:00,1006.55,1008.91,1005.78,1008.91,276499744,0
2017-10-19,18:00:00,1008.92,1008.93,1007.17,1007.24,181247980,0
2017-10-19,19:00:00,1007.24,1007.74,1006.95,1007.72,137880516,0
2017-10-19,20:00:00,1007.72,1009.48,1007.7,1009.14,140450716,0
2017-10-19,21:00:00,1009.14,1010.1,1009.03,1009.87,148115647,0
2017-10-19,22:00:00,1009.88,1010.85,1009.88,1010.85,388538226,0
2017-10-20,16:00:00,1010.89,1014.92,1010.89,1013.06,230433470,0
2017-10-20,17:00:00,1013.07,1013.63,1012.55,1013.02,240436707,0
2017-10-20,18:00:00,1013.05,1014.05,1013.05,1014.02,183692762,0
2017-10-20,19:00:00,1014.02,1014.69,1013.94,1014.64,146935641,0
2017-10-20,20:00:00,1014.66,1014.87,1014.19,1014.34,134337498,0
2017-10-20,21:00:00,1014.35,1014.48,1013.77,1013.84,145137812,0
2017-10-20,22:00:00,1013.82,1013.88,1013.04,1013.61,440066586,0
2017-10-23,16:00:00,1013.66,1014.58,1012.37,1012.67,221668317,0
2017-10-23,17:00:00,1012.64,1012.64,1010.42,1010.92,260561893,0
2017-10-23,18:00:00,1010.93,1010.99,1009.26,1009.8,183835886,0
2017-10-23,19:00:00,1009.81,1010.65,1009.78,1010.61,146569660,0
2017-10-23,20:00:00,1010.59,1010.62,1009.18,1009.31,131247171,0
2017-10-23,21:00:00,1009.33,1009.55,1008.5,1008.65,149921262,0
2017-10-23,22:00:00,1008.64,1008.68,1005.97,1005.97,422050592,0
2017-10-24,16:00:00,1006.08,1008.98,1006.08,1006.55,208559064,0
2017-10-24,17:00:00,1006.52,1008.02,1006.33,1007.45,246763549,0
2017-10-24,18:00:00,1007.43,1007.74,1006.9,1007.16,187334599,0
2017-10-24,19:00:00,1007.14,1007.19,1006.6,1006.95,139648461,0
2017-10-24,20:00:00,1006.92,1007.62,1006.46,1007.6,151018561,0
